GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,GAME_ID.1,TEAM_ID,TEAM_NAME,TEAM_CITY,MIN.1,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,E_TM_TOV_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
22100001,2021-10-19,1,1,240,48,105,0.457,17,45,0.378,14,18,0.778,13,41,54,25,8,9,8,19,127,22100001,1610612749,Bucks,Milwaukee,240:00,117.7,124.5,101.8,102.0,15.8,22.5,0.521,3.13,17.1,0.293,0.824,0.541,7.413,7.8,0.538,0.562,1.0,0.194,105.02,102.0,85.0,102,0.593
22100001,2021-10-19,0,0,240,37,84,0.44,17,32,0.531,13,23,0.565,5,39,44,19,3,9,13,17,104,22100001,1610612751,Nets,Brooklyn,240:00,101.8,102.0,117.7,124.5,-15.8,-22.5,0.514,1.46,15.1,0.176,0.707,0.459,12.73,12.7,0.542,0.552,1.0,0.2,105.02,102.0,85.0,102,0.407
22100002,2021-10-19,0,1,240,41,93,0.441,14,39,0.359,25,30,0.833,9,41,50,30,9,2,17,18,121,22100002,1610612744,Warriors,Golden State,240:00,106.0,107.1,98.0,101.8,8.0,5.3,0.732,1.76,19.6,0.241,0.811,0.523,14.886,15.0,0.516,0.57,1.0,0.2,115.28,112.5,93.75,113,0.578
22100002,2021-10-19,1,0,240,45,95,0.474,15,42,0.357,9,19,0.474,5,40,45,21,7,4,18,25,114,22100002,1610612747,Lakers,Los Angeles,240:00,98.0,101.8,106.0,107.1,-8.0,-5.3,0.467,1.17,14.8,0.189,0.759,0.477,15.469,16.1,0.553,0.551,1.0,0.198,115.28,112.5,93.75,112,0.422
22100009,2021-10-20,0,1,240,44,85,0.518,13,25,0.52,16,20,0.8,6,41,47,24,9,5,13,11,117,22100009,1610612755,76ers,Philadelphia,240:00,116.1,118.2,96.1,98.0,20.0,20.2,0.545,1.85,18.3,0.205,0.764,0.515,12.897,13.1,0.594,0.624,1.0,0.199,100.88,99.0,82.5,99,0.6
22100010,2021-10-20,0,0,240,35,86,0.407,9,29,0.31,18,23,0.783,13,31,44,17,6,6,16,20,97,22100010,1610612753,Magic,Orlando,240:00,97.9,102.1,121.9,128.1,-24.0,-26.0,0.486,1.06,13.2,0.34,0.615,0.476,16.142,16.8,0.459,0.505,1.0,0.2,100.02,95.5,79.58,95,0.371
22100008,2021-10-20,1,1,240,42,87,0.483,16,38,0.421,24,31,0.774,13,33,46,26,18,12,18,22,124,22100008,1610612750,Timberwolves,Minnesota,240:00,117.4,114.8,96.6,98.1,20.7,16.7,0.619,1.44,18.0,0.292,0.686,0.495,17.039,16.7,0.575,0.616,1.0,0.202,107.66,108.0,90.0,108,0.626
22100005,2021-10-20,1,1,290,51,105,0.486,17,45,0.378,19,27,0.704,7,48,55,27,9,10,19,22,138,22100005,1610612752,Knicks,New York,290:00,107.1,110.4,103.0,108.1,4.1,2.3,0.529,1.42,16.6,0.281,0.704,0.516,14.742,15.2,0.567,0.59,1.0,0.197,107.17,103.03,85.86,125,0.521
22100013,2021-10-20,0,1,240,42,92,0.457,17,41,0.415,23,29,0.793,7,36,43,24,6,4,10,22,124,22100013,1610612758,Kings,Sacramento,240:00,115.1,117.0,113.4,114.2,1.6,2.8,0.571,2.4,17.3,0.204,0.755,0.466,9.28,9.4,0.549,0.592,1.0,0.2,107.22,106.0,88.33,106,0.49
22100011,2021-10-20,1,1,240,40,91,0.44,14,47,0.298,13,15,0.867,12,41,53,18,6,5,10,19,107,22100011,1610612762,Jazz,Utah,240:00,111.9,111.5,86.9,90.5,25.0,20.9,0.45,1.8,14.3,0.275,0.705,0.509,10.46,10.4,0.516,0.548,1.0,0.199,97.26,95.5,79.58,96,0.627
22100013,2021-10-20,1,0,240,45,93,0.484,12,35,0.343,19,22,0.864,9,40,49,25,5,5,13,22,121,22100013,1610612757,Trail Blazers,Portland,240:00,113.4,114.2,115.1,117.0,-1.6,-2.8,0.556,1.92,17.8,0.245,0.796,0.534,12.186,12.3,0.548,0.589,1.0,0.199,107.22,106.0,88.33,106,0.51
22100004,2021-10-20,0,1,240,37,86,0.43,7,23,0.304,13,15,0.867,9,39,48,18,8,5,17,19,94,22100004,1610612741,Bulls,Chicago,240:00,93.4,95.9,86.5,89.8,6.9,6.1,0.486,1.06,14.1,0.26,0.737,0.514,16.899,17.3,0.471,0.508,1.0,0.199,101.16,98.0,81.67,98,0.545
22100003,2021-10-20,1,1,240,46,107,0.43,13,31,0.419,18,27,0.667,12,34,46,29,9,5,8,21,123,22100003,1610612766,Hornets,Charlotte,240:00,107.1,116.0,111.4,114.0,-4.3,2.0,0.63,3.63,18.6,0.333,0.745,0.513,6.964,7.5,0.491,0.517,1.0,0.2,112.22,106.5,88.75,106,0.48
22100007,2021-10-20,1,1,240,53,100,0.53,14,33,0.424,12,12,1.0,13,40,53,28,8,8,12,15,132,22100007,1610612763,Grizzlies,Memphis,240:00,126.6,125.7,115.3,116.3,11.3,9.4,0.528,2.33,19.3,0.34,0.837,0.594,11.507,11.4,0.6,0.627,1.0,0.196,104.6,104.5,87.08,105,0.544
22100005,2021-10-20,0,0,290,48,117,0.41,21,57,0.368,17,23,0.739,15,41,56,34,13,9,18,24,134,22100005,1610612738,Celtics,Boston,290:00,103.0,108.1,107.1,110.4,-4.1,-2.3,0.708,1.89,19.0,0.296,0.719,0.484,13.833,14.5,0.5,0.527,1.0,0.198,107.17,103.03,85.86,124,0.479
22100006,2021-10-20,0,1,240,36,81,0.444,5,27,0.185,21,26,0.808,7,44,51,20,14,8,22,17,98,22100006,1610612764,Wizards,Washington,240:00,91.2,92.5,77.8,77.6,13.4,14.9,0.556,0.91,14.9,0.2,0.696,0.5,20.477,20.8,0.475,0.53,1.0,0.197,107.06,106.5,88.75,106,0.7
22100011,2021-10-20,0,0,240,34,91,0.374,7,35,0.2,11,18,0.611,15,35,50,19,4,2,15,15,86,22100011,1610612760,Thunder,Oklahoma City,240:00,86.9,90.5,111.9,111.5,-25.0,-20.9,0.559,1.27,14.3,0.295,0.725,0.491,15.164,15.8,0.412,0.435,1.0,0.197,97.26,95.5,79.58,95,0.373
22100012,2021-10-20,0,1,240,44,83,0.53,17,39,0.436,5,9,0.556,6,40,46,25,9,1,19,20,110,22100012,1610612743,Nuggets,Denver,240:00,110.0,108.9,96.6,97.0,13.5,11.9,0.568,1.32,19.1,0.171,0.741,0.495,19.008,18.8,0.633,0.632,1.0,0.196,100.72,101.0,84.17,101,0.572
22100007,2021-10-20,0,0,240,47,93,0.505,14,38,0.368,13,18,0.722,7,29,36,38,6,5,11,17,121,22100007,1610612739,Cavaliers,Cleveland,240:00,115.3,116.3,126.6,125.7,-11.3,-9.4,0.809,3.45,25.3,0.163,0.66,0.406,10.484,10.6,0.581,0.599,1.0,0.195,104.6,104.5,87.08,104,0.456
22100012,2021-10-20,1,0,240,36,87,0.414,14,37,0.378,12,17,0.706,11,34,45,23,9,3,18,18,98,22100012,1610612756,Suns,Phoenix,240:00,96.6,97.0,110.0,108.9,-13.5,-11.9,0.639,1.28,17.0,0.259,0.829,0.505,17.737,17.8,0.494,0.519,1.0,0.201,100.72,101.0,84.17,101,0.428
22100006,2021-10-20,1,0,240,30,97,0.309,7,34,0.206,16,22,0.727,19,35,54,14,10,4,19,21,83,22100006,1610612761,Raptors,Toronto,240:00,77.8,77.6,91.2,92.5,-13.4,-14.9,0.467,0.74,10.0,0.304,0.8,0.5,17.81,17.8,0.345,0.389,1.0,0.201,107.06,106.5,88.75,107,0.3
22100004,2021-10-20,1,0,240,36,90,0.4,6,28,0.214,10,13,0.769,11,36,47,17,7,5,17,16,88,22100004,1610612765,Pistons,Detroit,240:00,86.5,89.8,93.4,95.9,-6.9,-6.1,0.472,1.0,13.1,0.263,0.74,0.486,16.713,17.3,0.433,0.46,1.0,0.195,101.16,98.0,81.67,98,0.455
22100009,2021-10-20,1,0,240,39,93,0.419,13,30,0.433,6,9,0.667,10,34,44,28,5,6,14,16,97,22100009,1610612740,Pelicans,New Orleans,240:00,96.1,98.0,116.1,118.2,-20.0,-20.2,0.718,2.0,20.1,0.236,0.795,0.485,13.867,14.1,0.489,0.5,1.0,0.196,100.88,99.0,82.5,99,0.4
22100010,2021-10-20,1,1,240,49,98,0.5,13,30,0.433,12,18,0.667,13,30,43,32,8,3,8,22,123,22100010,1610612759,Spurs,San Antonio,240:00,121.9,128.1,97.9,102.1,24.0,26.0,0.653,4.0,21.9,0.385,0.66,0.524,7.927,8.3,0.566,0.581,1.0,0.2,100.02,95.5,79.58,96,0.629
22100008,2021-10-20,0,0,240,40,88,0.455,11,33,0.333,15,22,0.682,12,29,41,21,13,3,24,25,106,22100008,1610612745,Rockets,Houston,240:00,96.6,98.1,117.4,114.8,-20.7,-16.7,0.525,0.88,14.7,0.314,0.708,0.505,21.882,22.2,0.517,0.543,1.0,0.201,107.66,108.0,90.0,108,0.374
22100003,2021-10-20,0,0,240,42,90,0.467,17,47,0.362,21,24,0.875,8,43,51,29,2,10,17,24,122,22100003,1610612754,Pacers,Indiana,240:00,111.4,114.0,107.1,116.0,4.3,-2.0,0.69,1.71,19.8,0.255,0.667,0.487,15.517,15.9,0.561,0.607,1.0,0.199,112.22,106.5,88.75,107,0.52
22100015,2021-10-21,1,1,240,51,96,0.531,15,35,0.429,20,31,0.645,11,47,58,28,8,2,11,26,137,22100015,1610612748,Heat,Miami,240:00,125.0,128.0,89.0,90.5,36.0,37.6,0.549,2.55,18.8,0.302,0.893,0.606,10.033,10.3,0.609,0.625,1.0,0.199,108.2,106.0,88.33,107,0.718
22100014,2021-10-21,1,1,240,45,94,0.479,15,35,0.429,8,9,0.889,6,49,55,31,8,9,13,16,113,22100014,1610612737,Hawks,Atlanta,240:00,107.7,108.7,83.9,83.7,23.8,25.0,0.689,2.38,21.8,0.16,0.81,0.522,12.386,12.5,0.559,0.577,1.0,0.198,104.34,104.0,86.67,104,0.693
22100016,2021-10-21,1,1,240,43,83,0.518,15,31,0.484,14,22,0.636,10,43,53,27,5,4,21,20,115,22100016,1610612744,Warriors,Golden State,240:00,110.9,112.7,108.4,108.7,2.5,4.1,0.628,1.29,19.2,0.273,0.793,0.569,20.255,20.6,0.608,0.62,1.0,0.201,103.96,103.0,85.83,102,0.545
22100016,2021-10-21,0,0,240,42,96,0.438,14,40,0.35,15,21,0.714,8,31,39,24,9,2,7,25,113,22100016,1610612746,Clippers,LA,240:00,108.4,108.7,110.9,112.7,-2.5,-4.1,0.571,3.43,17.6,0.207,0.727,0.431,6.715,6.7,0.51,0.537,1.0,0.2,103.96,103.0,85.83,104,0.455
22100015,2021-10-21,0,0,240,32,84,0.381,12,42,0.286,19,29,0.655,5,33,38,19,6,0,15,26,95,22100015,1610612749,Bucks,Milwaukee,240:00,89.0,90.5,125.0,128.0,-36.0,-37.6,0.594,1.27,14.5,0.107,0.698,0.394,14.05,14.3,0.452,0.491,1.0,0.199,108.2,106.0,88.33,105,0.282
22100014,2021-10-21,0,0,240,31,93,0.333,13,43,0.302,12,13,0.923,10,40,50,16,7,3,15,21,87,22100014,1610612742,Mavericks,Dallas,240:00,83.9,83.7,107.7,108.7,-23.8,-25.0,0.516,1.07,12.3,0.19,0.84,0.478,14.462,14.4,0.403,0.441,1.0,0.2,104.34,104.0,86.67,104,0.307
22100023,2021-10-22,1,1,240,48,95,0.505,17,38,0.447,11,14,0.786,10,44,54,29,12,10,17,18,124,22100023,1610612745,Rockets,Houston,240:00,114.6,118.1,83.5,88.3,31.2,29.7,0.604,1.71,19.7,0.32,0.774,0.571,15.717,16.2,0.595,0.613,1.0,0.198,108.6,104.0,86.67,105,0.709
22100020,2021-10-22,1,0,240,32,82,0.39,11,34,0.324,8,11,0.727,10,32,42,19,6,12,25,19,83,22100020,1610612738,Celtics,Boston,240:00,81.5,82.2,114.7,113.9,-33.2,-31.7,0.594,0.76,14.5,0.231,0.603,0.427,24.548,24.8,0.457,0.478,1.0,0.198,101.04,101.0,84.17,101,0.309
22100017,2021-10-22,0,1,240,48,91,0.527,13,32,0.406,14,17,0.824,11,35,46,32,13,1,18,16,123,22100017,1610612766,Hornets,Charlotte,240:00,116.6,116.0,106.9,105.7,9.7,10.4,0.667,1.78,21.6,0.295,0.814,0.552,17.065,17.0,0.599,0.624,1.0,0.201,105.14,106.0,88.33,106,0.556
22100022,2021-10-22,1,1,240,47,89,0.528,14,28,0.5,20,25,0.8,11,35,46,32,9,7,14,14,128,22100022,1610612741,Bulls,Chicago,240:00,124.3,124.3,109.8,108.7,14.5,15.5,0.681,2.29,21.9,0.267,0.787,0.533,13.592,13.6,0.607,0.64,1.0,0.198,102.52,103.0,85.83,103,0.58
22100020,2021-10-22,0,1,240,42,100,0.42,10,35,0.286,21,21,1.0,21,39,60,22,16,2,12,13,115,22100020,1610612761,Raptors,Toronto,240:00,114.7,113.9,81.5,82.2,33.2,31.7,0.524,1.83,15.4,0.397,0.769,0.573,11.971,11.9,0.47,0.526,1.0,0.2,101.04,101.0,84.17,101,0.691
22100021,2021-10-22,1,0,240,43,91,0.473,14,36,0.389,9,11,0.818,5,30,35,17,8,9,10,21,109,22100021,1610612755,76ers,Philadelphia,240:00,108.1,112.4,113.4,117.5,-5.3,-5.2,0.395,1.7,13.8,0.224,0.66,0.438,9.917,10.3,0.549,0.569,1.0,0.197,100.7,97.0,80.83,97,0.449
22100019,2021-10-22,1,1,265,49,94,0.521,19,38,0.5,18,19,0.947,6,32,38,24,5,6,9,21,135,22100019,1610612764,Wizards,Washington,265:00,128.1,128.6,120.9,127.6,7.2,1.0,0.49,2.67,17.7,0.178,0.714,0.457,8.542,8.6,0.622,0.659,1.0,0.198,97.88,95.09,79.25,105,0.503
22100026,2021-10-22,0,1,240,37,90,0.411,16,42,0.381,20,23,0.87,13,38,51,16,14,3,19,17,110,22100026,1610612762,Jazz,Utah,240:00,103.7,106.8,94.2,98.1,9.5,8.7,0.432,0.84,11.8,0.333,0.656,0.504,17.904,18.4,0.5,0.549,1.0,0.196,106.68,103.0,85.83,103,0.542
22100024,2021-10-22,1,1,240,44,86,0.512,9,30,0.3,5,8,0.625,8,33,41,26,10,2,21,21,102,22100024,1610612743,Nuggets,Denver,240:00,99.5,99.0,93.1,94.1,6.4,4.9,0.591,1.24,19.0,0.227,0.795,0.511,20.484,20.4,0.564,0.57,1.0,0.199,102.84,102.5,85.42,103,0.519
22100026,2021-10-22,1,0,240,39,99,0.394,8,36,0.222,15,21,0.714,16,36,52,20,15,5,15,22,101,22100026,1610612758,Kings,Sacramento,240:00,94.2,98.1,103.7,106.8,-9.5,-8.7,0.513,1.33,14.0,0.344,0.667,0.496,13.987,14.6,0.434,0.467,1.0,0.198,106.68,103.0,85.83,103,0.458
22100024,2021-10-22,0,0,240,40,84,0.476,6,24,0.25,10,14,0.714,7,32,39,24,11,2,20,17,96,22100024,1610612759,Spurs,San Antonio,240:00,93.1,94.1,99.5,99.0,-6.4,-4.9,0.6,1.2,17.9,0.205,0.773,0.489,19.387,19.6,0.512,0.532,1.0,0.2,102.84,102.5,85.42,102,0.481
22100018,2021-10-22,0,1,240,44,88,0.5,24,54,0.444,9,17,0.529,6,32,38,34,10,4,11,19,121,22100018,1610612752,Knicks,New York,240:00,120.4,123.5,96.4,99.0,24.0,24.5,0.773,3.09,24.2,0.2,0.76,0.48,10.947,11.2,0.636,0.634,1.0,0.199,100.04,97.5,81.25,98,0.603
22100025,2021-10-22,0,1,240,42,86,0.488,10,32,0.313,21,28,0.75,7,40,47,31,8,2,12,22,115,22100025,1610612756,Suns,Phoenix,240:00,111.3,112.7,102.2,105.0,9.1,7.7,0.738,2.58,21.9,0.217,0.732,0.5,11.614,11.8,0.547,0.585,1.0,0.194,103.04,101.0,84.17,102,0.594
22100025,2021-10-22,1,0,240,34,86,0.395,15,34,0.441,22,29,0.759,12,34,46,25,7,3,16,26,105,22100025,1610612747,Lakers,Los Angeles,240:00,102.2,105.0,111.3,112.7,-9.1,-7.7,0.735,1.56,17.9,0.268,0.783,0.5,15.57,16.0,0.483,0.532,1.0,0.2,103.04,101.0,84.17,100,0.406
22100019,2021-10-22,0,0,265,52,97,0.536,15,34,0.441,15,20,0.75,7,35,42,28,5,6,12,22,134,22100019,1610612754,Pacers,Indiana,265:00,120.9,127.6,128.1,128.6,-7.2,-1.0,0.538,2.33,19.2,0.286,0.822,0.543,10.83,11.4,0.613,0.633,1.0,0.199,97.88,95.09,79.25,105,0.497
22100017,2021-10-22,1,0,240,43,84,0.512,9,31,0.29,17,20,0.85,7,29,36,26,9,3,19,15,112,22100017,1610612739,Cavaliers,Cleveland,240:00,106.9,105.7,116.6,116.0,-9.7,-10.4,0.605,1.37,18.9,0.186,0.705,0.448,18.13,17.9,0.565,0.603,1.0,0.199,105.14,106.0,88.33,106,0.444
22100023,2021-10-22,0,0,240,34,91,0.374,14,43,0.326,9,16,0.563,8,31,39,22,9,4,19,21,91,22100023,1610612760,Thunder,Oklahoma City,240:00,83.5,88.3,114.6,118.1,-31.2,-29.7,0.647,1.16,15.8,0.226,0.68,0.429,17.425,18.4,0.451,0.464,1.0,0.2,108.6,104.0,86.67,103,0.291
22100021,2021-10-22,0,1,240,41,88,0.466,12,38,0.316,20,24,0.833,11,36,47,26,6,6,13,16,114,22100021,1610612751,Nets,Brooklyn,240:00,113.4,117.5,108.1,112.4,5.3,5.2,0.634,2.0,18.9,0.34,0.776,0.563,12.928,13.4,0.534,0.578,1.0,0.197,100.7,97.0,80.83,97,0.551
22100022,2021-10-22,0,0,240,42,87,0.483,15,29,0.517,13,16,0.813,9,33,42,26,7,5,17,20,112,22100022,1610612740,Pelicans,New Orleans,240:00,109.8,108.7,124.3,124.3,-14.5,-15.5,0.619,1.53,19.0,0.213,0.733,0.467,16.66,16.5,0.569,0.595,1.0,0.198,102.52,103.0,85.83,103,0.42
22100018,2021-10-22,1,0,240,33,83,0.398,17,43,0.395,13,15,0.867,9,37,46,24,5,3,19,18,96,22100018,1610612753,Magic,Orlando,240:00,96.4,99.0,120.4,123.5,-24.0,-24.5,0.727,1.26,18.1,0.24,0.8,0.52,19.076,19.6,0.5,0.536,1.0,0.197,100.04,97.5,81.25,97,0.397
22100027,2021-10-23,1,1,240,37,89,0.416,7,28,0.25,20,27,0.741,12,42,54,23,6,6,10,16,101,22100027,1610612739,Cavaliers,Cleveland,240:00,102.1,104.1,97.3,97.9,4.8,6.2,0.622,2.3,17.2,0.268,0.683,0.487,10.113,10.3,0.455,0.501,1.0,0.2,98.24,97.0,80.83,97,0.585
22100028,2021-10-23,1,1,265,38,97,0.392,10,39,0.256,16,21,0.762,14,41,55,18,10,5,16,18,102,22100028,1610612754,Pacers,Indiana,265:00,94.2,96.2,83.4,84.3,10.9,12.0,0.474,1.13,12.8,0.262,0.737,0.492,14.782,15.1,0.443,0.48,1.0,0.198,98.45,96.91,80.75,106,0.583
22100034,2021-10-23,1,0,240,43,99,0.434,13,39,0.333,15,17,0.882,14,30,44,23,7,4,7,21,114,22100034,1610612746,Clippers,LA,240:00,114.6,116.3,121.2,121.2,-6.6,-4.9,0.535,3.29,16.9,0.31,0.673,0.477,7.037,7.1,0.5,0.535,1.0,0.201,99.24,98.5,82.08,98,0.464
22100031,2021-10-23,0,0,240,31,89,0.348,9,40,0.225,18,23,0.783,21,40,61,15,10,5,30,22,89,22100031,1610612740,Pelicans,New Orleans,240:00,82.3,84.8,89.4,90.6,-7.1,-5.8,0.484,0.5,10.4,0.41,0.712,0.558,27.747,28.6,0.399,0.449,1.0,0.195,107.76,105.5,87.92,105,0.428
22100034,2021-10-23,0,1,240,42,90,0.467,15,36,0.417,21,25,0.84,13,35,48,26,5,3,11,19,120,22100034,1610612763,Grizzlies,Memphis,240:00,121.2,121.2,114.6,116.3,6.6,4.9,0.619,2.36,18.8,0.327,0.69,0.523,11.111,11.1,0.55,0.594,1.0,0.2,99.24,98.5,82.08,99,0.536
22100030,2021-10-23,0,0,240,34,88,0.386,5,28,0.179,9,15,0.6,11,42,53,14,9,8,23,17,82,22100030,1610612765,Pistons,Detroit,240:00,76.9,82.0,94.8,95.1,-17.8,-13.1,0.412,0.61,10.6,0.286,0.86,0.557,21.576,23.0,0.415,0.433,1.0,0.192,104.48,101.0,84.17,100,0.366
22100033,2021-10-23,0,0,240,43,89,0.483,9,28,0.321,10,15,0.667,7,31,38,27,6,1,14,19,105,22100033,1610612756,Suns,Phoenix,240:00,102.3,102.9,130.8,131.4,-28.4,-28.4,0.628,1.93,19.8,0.163,0.778,0.457,13.645,13.7,0.534,0.549,1.0,0.201,102.54,102.0,85.0,102,0.389
22100027,2021-10-23,0,0,240,38,99,0.384,10,34,0.294,9,15,0.6,17,37,54,20,5,3,9,23,95,22100027,1610612737,Hawks,Atlanta,240:00,97.3,97.9,102.1,104.1,-4.8,-6.2,0.526,2.22,14.9,0.317,0.732,0.513,9.221,9.3,0.434,0.45,1.0,0.201,98.24,97.0,80.83,97,0.415
22100028,2021-10-23,0,0,265,35,91,0.385,9,33,0.273,12,14,0.857,10,45,55,18,4,2,22,25,91,22100028,1610612748,Heat,Miami,265:00,83.4,84.3,94.2,96.2,-10.9,-12.0,0.514,0.82,13.1,0.263,0.738,0.508,20.154,20.4,0.434,0.468,1.0,0.198,98.45,96.91,80.75,108,0.417
22100029,2021-10-23,1,0,240,34,85,0.4,11,37,0.297,16,23,0.696,11,38,49,17,7,6,12,23,95,22100029,1610612761,Raptors,Toronto,240:00,98.8,102.2,108.5,110.8,-9.7,-8.6,0.5,1.42,13.7,0.291,0.707,0.504,12.484,12.9,0.465,0.499,1.0,0.2,95.52,93.0,77.5,93,0.445
22100033,2021-10-23,1,1,240,51,94,0.543,21,50,0.42,11,17,0.647,8,40,48,24,8,5,9,15,134,22100033,1610612757,Trail Blazers,Portland,240:00,130.8,131.4,102.3,102.9,28.4,28.4,0.471,2.67,17.8,0.222,0.837,0.543,8.782,8.8,0.654,0.66,1.0,0.201,102.54,102.0,85.0,102,0.611
22100029,2021-10-23,0,1,240,38,91,0.418,14,42,0.333,13,18,0.722,13,37,50,24,6,6,9,22,103,22100029,1610612742,Mavericks,Dallas,240:00,108.5,110.8,98.8,102.2,9.7,8.6,0.632,2.67,18.2,0.293,0.709,0.496,9.482,9.7,0.495,0.521,1.0,0.2,95.52,93.0,77.5,93,0.555
22100031,2021-10-23,1,1,240,39,96,0.406,12,38,0.316,6,10,0.6,13,34,47,22,13,8,20,25,96,22100031,1610612750,Timberwolves,Minnesota,240:00,89.4,90.6,82.3,84.8,7.1,5.8,0.564,1.1,15.4,0.288,0.59,0.442,18.622,18.9,0.469,0.478,1.0,0.198,107.76,105.5,87.92,106,0.572
22100032,2021-10-23,1,0,240,48,99,0.485,10,39,0.256,5,6,0.833,10,28,38,29,10,4,13,18,111,22100032,1610612759,Spurs,San Antonio,240:00,106.1,107.8,112.4,117.5,-6.3,-9.7,0.604,2.23,20.2,0.269,0.744,0.473,12.424,12.6,0.535,0.546,1.0,0.197,106.16,103.0,85.83,103,0.479
22100032,2021-10-23,0,1,240,44,83,0.53,15,35,0.429,18,22,0.818,7,37,44,21,6,5,22,15,121,22100032,1610612749,Bucks,Milwaukee,240:00,112.4,117.5,106.1,107.8,6.3,9.7,0.477,0.95,15.5,0.256,0.731,0.527,20.431,21.4,0.62,0.653,1.0,0.19,106.16,103.0,85.83,103,0.521
22100030,2021-10-23,1,1,240,35,84,0.417,11,26,0.423,16,19,0.842,3,39,42,24,13,11,13,17,97,22100030,1610612741,Bulls,Chicago,240:00,94.8,95.1,76.9,82.0,17.8,13.1,0.686,1.85,18.6,0.14,0.714,0.443,12.7,12.7,0.482,0.525,1.0,0.199,104.48,101.0,84.17,102,0.634
22100038,2021-10-24,1,0,240,40,84,0.476,8,31,0.258,15,19,0.789,6,36,42,24,9,4,11,17,103,22100038,1610612760,Thunder,Oklahoma City,240:00,105.8,106.2,118.8,118.6,-13.0,-12.4,0.6,2.18,18.8,0.196,0.735,0.474,11.298,11.3,0.524,0.558,1.0,0.201,97.08,97.0,80.83,97,0.48
22100037,2021-10-24,0,1,240,38,86,0.442,15,47,0.319,16,20,0.8,6,37,43,22,10,6,12,22,107,22100037,1610612738,Celtics,Boston,240:00,106.2,105.9,96.5,98.0,9.7,8.0,0.579,1.83,17.1,0.204,0.826,0.505,11.905,11.9,0.529,0.564,1.0,0.199,100.68,100.0,83.33,101,0.56
22100039,2021-10-24,1,0,240,42,86,0.488,15,46,0.326,8,13,0.615,10,37,47,26,0,4,19,16,107,22100039,1610612758,Kings,Sacramento,240:00,106.2,105.9,118.3,119.0,-12.1,-13.1,0.619,1.37,19.0,0.277,0.709,0.51,18.864,18.8,0.576,0.583,1.0,0.201,100.64,100.5,83.75,101,0.444
22100036,2021-10-24,1,0,240,37,100,0.37,13,48,0.271,17,25,0.68,16,36,52,20,8,8,12,21,104,22100036,1610612752,Knicks,New York,240:00,97.2,101.0,103.8,106.8,-6.6,-5.8,0.541,1.67,14.0,0.294,0.745,0.496,11.215,11.7,0.435,0.468,1.0,0.197,106.48,103.0,85.83,103,0.444
22100038,2021-10-24,0,1,240,41,88,0.466,17,41,0.415,16,20,0.8,12,35,47,25,4,9,12,17,115,22100038,1610612755,76ers,Philadelphia,240:00,118.8,118.6,105.8,106.2,13.0,12.4,0.61,2.08,18.7,0.265,0.804,0.526,12.397,12.4,0.563,0.594,1.0,0.199,97.08,97.0,80.83,97,0.52
22100040,2021-10-24,0,0,240,45,100,0.45,13,35,0.371,15,18,0.833,18,31,49,25,13,4,17,20,118,22100040,1610612763,Grizzlies,Memphis,240:00,110.4,116.8,119.0,118.6,-8.6,-1.8,0.556,1.47,16.7,0.439,0.738,0.566,15.9,16.8,0.515,0.547,1.0,0.2,104.3,101.5,84.58,101,0.461
22100036,2021-10-24,0,1,240,36,88,0.409,12,43,0.279,26,34,0.765,10,47,57,22,7,4,13,25,110,22100036,1610612753,Magic,Orlando,240:00,103.8,106.8,97.2,101.0,6.6,5.8,0.611,1.69,15.9,0.255,0.706,0.504,12.269,12.6,0.477,0.534,1.0,0.198,106.48,103.0,85.83,103,0.556
22100037,2021-10-24,1,0,240,32,75,0.427,14,32,0.438,19,24,0.792,5,35,40,20,7,4,20,20,97,22100037,1610612745,Rockets,Houston,240:00,96.5,98.0,106.2,105.9,-9.7,-8.0,0.625,1.0,15.9,0.174,0.796,0.495,19.889,20.2,0.52,0.567,1.0,0.199,100.68,100.0,83.33,99,0.44
22100039,2021-10-24,0,1,240,43,97,0.443,13,37,0.351,20,24,0.833,14,29,43,26,12,3,7,13,119,22100039,1610612744,Warriors,Golden State,240:00,118.3,119.0,106.2,105.9,12.1,13.1,0.605,3.71,18.5,0.291,0.723,0.49,6.961,7.0,0.51,0.553,1.0,0.199,100.64,100.5,83.75,100,0.556
22100040,2021-10-24,1,1,240,45,84,0.536,16,30,0.533,15,22,0.682,9,27,36,29,10,12,17,14,121,22100040,1610612747,Lakers,Los Angeles,240:00,119.0,118.6,110.4,116.8,8.6,1.8,0.644,1.71,20.8,0.262,0.561,0.434,16.719,16.7,0.631,0.646,1.0,0.201,104.3,101.5,84.58,102,0.539
