GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,GAME_ID.1,TEAM_ID,TEAM_NAME,TEAM_CITY,MIN.1,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,E_TM_TOV_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
22100316,2021-11-30,1,1,240,43,87,0.494,12,30,0.4,6,11,0.545,8,27,35,28,12,4,13,12,104,22100316,1610612756,Suns,Phoenix,240:00,107.4,108.3,95.8,100.0,11.5,8.3,0.651,2.15,21.1,0.213,0.608,0.418,13.424,13.5,0.563,0.566,1.0,0.196,98.5,96.0,80.0,96,0.551
22100314,2021-11-30,1,1,240,41,85,0.482,8,28,0.286,22,25,0.88,9,29,38,27,7,7,9,14,112,22100314,1610612751,Nets,Brooklyn,240:00,116.7,121.7,113.1,117.0,3.6,4.7,0.659,3.0,20.5,0.283,0.66,0.473,9.375,9.8,0.529,0.583,1.0,0.2,96.64,93.0,77.5,92,0.531
22100317,2021-11-30,0,0,240,29,76,0.382,9,35,0.257,25,30,0.833,7,38,45,17,4,7,19,20,92,22100317,1610612765,Pistons,Detroit,240:00,90.9,92.9,104.8,111.1,-13.9,-18.2,0.586,0.89,13.6,0.245,0.702,0.491,18.775,19.2,0.441,0.516,1.0,0.2,103.06,99.0,82.5,99,0.425
22100315,2021-11-30,1,0,240,36,91,0.396,10,39,0.256,9,12,0.75,11,33,44,14,7,9,18,21,91,22100315,1610612761,Raptors,Toronto,240:00,88.1,91.9,97.6,99.0,-9.5,-7.1,0.389,0.78,10.9,0.291,0.627,0.465,17.428,18.2,0.451,0.473,1.0,0.2,101.82,99.0,82.5,99,0.4
22100318,2021-11-30,0,1,240,46,92,0.5,11,28,0.393,14,20,0.7,10,37,47,21,10,6,15,20,117,22100318,1610612747,Lakers,Los Angeles,240:00,110.6,120.6,92.3,93.9,18.3,26.7,0.457,1.4,15.4,0.34,0.776,0.556,14.178,15.5,0.56,0.58,1.0,0.195,102.74,97.5,81.25,97,0.597
22100314,2021-11-30,0,0,240,44,91,0.484,11,32,0.344,11,12,0.917,10,32,42,27,5,2,11,21,110,22100314,1610612752,Knicks,New York,240:00,113.1,117.0,116.7,121.7,-3.6,-4.7,0.614,2.45,20.1,0.34,0.717,0.527,11.308,11.7,0.544,0.571,1.0,0.198,96.64,93.0,77.5,94,0.469
22100315,2021-11-30,0,1,240,36,93,0.387,10,34,0.294,16,19,0.842,18,36,54,18,13,10,17,15,98,22100315,1610612763,Grizzlies,Memphis,240:00,97.6,99.0,88.1,91.9,9.5,7.1,0.5,1.06,13.2,0.373,0.709,0.535,16.939,17.2,0.441,0.483,1.0,0.201,101.82,99.0,82.5,99,0.6
22100318,2021-11-30,1,0,240,35,79,0.443,6,29,0.207,16,22,0.727,9,31,40,22,11,4,20,21,92,22100318,1610612758,Kings,Sacramento,240:00,92.3,93.9,110.6,120.6,-18.3,-26.7,0.629,1.1,16.8,0.224,0.66,0.444,20.064,20.4,0.481,0.519,1.0,0.195,102.74,97.5,81.25,98,0.403
22100316,2021-11-30,0,0,240,36,86,0.419,14,40,0.35,10,14,0.714,15,36,51,25,7,5,23,13,96,22100316,1610612744,Warriors,Golden State,240:00,95.8,100.0,107.4,108.3,-11.5,-8.3,0.694,1.09,17.8,0.392,0.787,0.582,22.963,24.0,0.5,0.521,1.0,0.196,98.5,96.0,80.0,96,0.449
22100326,2021-12-01,1,0,240,40,85,0.471,8,32,0.25,22,29,0.759,10,25,35,16,9,6,13,21,110,22100326,1610612760,Thunder,Oklahoma City,240:00,109.2,113.4,114.4,116.3,-5.2,-2.9,0.4,1.23,12.6,0.313,0.675,0.477,12.902,13.4,0.518,0.563,1.0,0.2,100.22,97.5,81.25,97,0.441
22100327,2021-12-01,1,0,240,47,100,0.47,9,31,0.29,12,16,0.75,17,32,49,35,8,6,13,15,115,22100327,1610612746,Clippers,LA,240:00,111.6,115.0,121.8,122.8,-10.2,-7.8,0.745,2.69,22.6,0.364,0.767,0.541,12.616,13.0,0.515,0.537,1.0,0.195,102.42,100.5,83.75,100,0.488
22100319,2021-12-01,0,1,240,44,86,0.512,16,33,0.485,10,12,0.833,7,34,41,24,4,8,13,15,114,22100319,1610612737,Hawks,Atlanta,240:00,117.2,117.5,112.1,112.1,5.1,5.4,0.545,1.85,18.7,0.163,0.771,0.484,13.363,13.4,0.605,0.624,1.0,0.199,98.16,98.0,81.67,97,0.52
22100325,2021-12-01,1,0,240,40,89,0.449,13,37,0.351,14,16,0.875,16,16,32,22,10,1,16,12,107,22100325,1610612740,Pelicans,New Orleans,240:00,111.4,113.8,144.9,146.3,-33.4,-32.5,0.55,1.38,16.4,0.36,0.607,0.449,16.66,17.0,0.522,0.557,1.0,0.193,96.0,94.5,78.75,94,0.371
22100323,2021-12-01,1,0,240,32,85,0.376,12,37,0.324,9,13,0.692,9,19,28,21,8,4,13,17,85,22100323,1610612748,Heat,Miami,240:00,89.7,92.4,119.2,119.4,-29.5,-27.0,0.656,1.62,16.8,0.232,0.75,0.42,13.725,14.1,0.447,0.468,1.0,0.197,93.92,92.5,77.08,92,0.292
22100319,2021-12-01,1,0,240,44,90,0.489,10,33,0.303,13,16,0.813,8,32,40,23,8,4,10,18,111,22100319,1610612754,Pacers,Indiana,240:00,112.1,112.1,117.2,117.5,-5.1,-5.4,0.523,2.3,17.7,0.229,0.837,0.516,10.097,10.1,0.544,0.572,1.0,0.198,98.16,98.0,81.67,99,0.48
22100322,2021-12-01,1,1,240,33,79,0.418,11,28,0.393,11,15,0.733,4,42,46,18,5,9,13,15,88,22100322,1610612738,Celtics,Boston,240:00,93.0,94.6,91.1,94.6,1.9,0.1,0.545,1.38,15.4,0.188,0.772,0.505,13.742,14.0,0.487,0.514,1.0,0.201,95.04,92.5,77.08,93,0.516
22100322,2021-12-01,0,0,240,33,89,0.371,8,31,0.258,13,17,0.765,8,38,46,20,7,9,7,17,87,22100322,1610612755,76ers,Philadelphia,240:00,91.1,94.6,93.0,94.6,-1.9,-0.1,0.606,2.86,16.2,0.228,0.813,0.495,7.331,7.6,0.416,0.451,1.0,0.201,95.04,92.5,77.08,92,0.484
22100324,2021-12-01,0,0,240,43,87,0.494,21,51,0.412,18,21,0.857,3,33,36,30,8,9,17,21,125,22100324,1610612766,Hornets,Charlotte,240:00,113.4,116.8,116.0,119.8,-2.7,-3.0,0.698,1.76,20.9,0.2,0.76,0.495,15.421,15.9,0.615,0.649,1.0,0.198,109.84,106.5,88.75,107,0.492
22100321,2021-12-01,0,0,240,37,88,0.42,11,37,0.297,22,26,0.846,12,27,39,15,3,6,13,23,107,22100321,1610612750,Timberwolves,Minnesota,240:00,106.5,108.1,114.7,115.0,-8.2,-6.9,0.405,1.15,11.8,0.259,0.653,0.447,12.943,13.1,0.483,0.538,1.0,0.197,100.34,99.5,82.92,99,0.379
22100326,2021-12-01,0,1,240,40,79,0.506,15,37,0.405,19,22,0.864,8,32,40,25,9,12,19,25,114,22100326,1610612745,Rockets,Houston,240:00,114.4,116.3,109.2,113.4,5.2,2.9,0.625,1.32,18.8,0.325,0.688,0.523,19.061,19.4,0.601,0.643,1.0,0.199,100.22,97.5,81.25,98,0.559
22100324,2021-12-01,1,1,240,46,94,0.489,14,36,0.389,21,26,0.808,9,36,45,29,10,1,13,20,127,22100324,1610612749,Bucks,Milwaukee,240:00,116.0,119.8,113.4,116.8,2.7,3.0,0.63,2.23,19.7,0.24,0.8,0.505,11.879,12.3,0.564,0.602,1.0,0.198,109.84,106.5,88.75,106,0.508
22100325,2021-12-01,0,1,240,57,83,0.687,18,34,0.529,7,9,0.778,9,25,34,32,7,2,18,19,139,22100325,1610612742,Mavericks,Dallas,240:00,144.9,146.3,111.4,113.8,33.4,32.5,0.561,1.78,23.4,0.393,0.64,0.551,18.758,18.9,0.795,0.799,1.0,0.198,96.0,94.5,78.75,95,0.629
22100323,2021-12-01,0,1,240,37,68,0.544,16,31,0.516,21,23,0.913,6,40,46,27,8,14,21,15,111,22100323,1610612739,Cavaliers,Cleveland,240:00,119.2,119.4,89.7,92.4,29.5,27.0,0.73,1.29,21.4,0.25,0.768,0.58,22.552,22.6,0.662,0.71,1.0,0.198,93.92,92.5,77.08,93,0.708
22100320,2021-12-01,1,1,240,44,81,0.543,6,27,0.222,14,19,0.737,1,38,39,26,8,6,13,15,108,22100320,1610612753,Magic,Orlando,240:00,106.6,109.1,99.8,104.0,6.8,5.1,0.591,2.0,20.3,0.1,0.83,0.494,12.826,13.1,0.58,0.604,1.0,0.195,102.3,99.0,82.5,99,0.57
22100327,2021-12-01,0,1,240,46,88,0.523,15,38,0.395,17,20,0.85,7,31,38,28,8,1,12,16,124,22100327,1610612758,Kings,Sacramento,240:00,121.8,122.8,111.6,115.0,10.2,7.8,0.609,2.33,20.5,0.233,0.636,0.459,11.788,11.9,0.608,0.64,1.0,0.197,102.42,100.5,83.75,101,0.512
22100320,2021-12-01,0,0,240,39,80,0.488,10,34,0.294,15,21,0.714,1,34,35,22,5,4,15,19,103,22100320,1610612743,Nuggets,Denver,240:00,99.8,104.0,106.6,109.1,-6.8,-5.1,0.564,1.47,17.4,0.17,0.9,0.506,14.529,15.2,0.55,0.577,1.0,0.2,102.3,99.0,82.5,99,0.43
22100321,2021-12-01,1,1,240,45,91,0.495,10,32,0.313,15,21,0.714,14,38,52,34,6,7,14,23,115,22100321,1610612764,Wizards,Washington,240:00,114.7,115.0,106.5,108.1,8.2,6.9,0.756,2.43,22.9,0.347,0.741,0.553,13.966,14.0,0.549,0.574,1.0,0.198,100.34,99.5,82.92,100,0.621
